"","Leased.Facility.Inventory.Report","X","X.1","X.2","X.3","X.4","X.5","X.6","X.7","X.8","X.9","X.10","X.11","X.12","X.13","X.14","X.15","X.16","X.17","X.18","X.19","X.20","X.21","X.22","X.23","X.24","X.25","X.26","X.27","X.28","X.29"
"218","Greater Boston","BOSTON","NEWTONVILLE","240799024","897 WASHINGTON ST","NEWTONVILLE","MA","02460-9998","Feb-53","USPS","3/1/2002","2/28/2022","A","A","Reimbursable","N","","","POSTAL LIMITED PARTNERSHIP","BULCHARD INC, GP","250 FIRST AVE STE 200","","NEEDHAM","MA","24942814","24,119","14,419","$215,000.00 ","$8.91 ","$0.00 ","$0.00 "
"219","Greater Boston","BOSTON","NEWTOWN  BRANCH","240799133","123 GALEN ST","WATERTOWN","MA","02472-4507","Mar-82","Shared","3/1/2012","2/28/2017","A","A","Percentage","","1","5","EMMANUEL HARISIS","THEKLA HARISIS","C/O DONATOS E LALLOS","271 MAIN ST STE 204","STONEHAM","MA","21803580","1,328","1,328","$25,000.00 ","$18.83 ","$25,000.00 ","$18.83 "
"220","Greater Boston","BOSTON","NONANTUM","240799071","326 WATERTOWN ST","NEWTON","MA","02458-9998","Jul-56","USPS (Not Roof)","7/1/2013","6/30/2016","A","A","Reimbursable","","","","NONANTUM VENTURES LLC","1234 BOYLSTON ST","","","CHESTNUT HILL","MA","24672104","1,980","5,280","$43,250.00 ","$21.84 ","$49,500.00 ","$25.00 "
"221","Greater Boston","BOSTON","NORTH QUINCY","240799064","454 HANCOCK ST","QUINCY","MA","02171-9998","Jul-65","Landlord","1/1/2016","6/30/2025","A","A","None Specified","N","","","MASS POSTAL HLDGS LLC","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","3,418","13,944","$85,450.00 ","$25.00 ","$0.00 ","$0.00 "
"222","Greater Boston","BOSTON","NORTH QUINCY CARRIER ANNX","240799009","617 HANCOCK ST","QUINCY","MA","02170-9997","Mar-00","USPS (Not Roof)","3/1/2015","2/29/2020","A","A","Percentage","N","","","SUPERIOR REALTY CO INC","540 GALLIVAN BLVD","","","DORCHESTER","MA","21245401","9,000","21,900","$166,375.00 ","$18.49 ","$0.00 ","$0.00 "
"223","Greater Boston","BOSTON","NORTH WALTHAM","240799205","854 LEXINGTON ST","WALTHAM","MA","02452-9998","Nov-99","USPS (Not Roof)","11/1/2014","10/31/2019","A","A","Percentage","N","1","5","WAL - LEX LLC","PO BOX 55865","","","BOSTON","MA","22058273","2,003","6,009","$50,075.00 ","$25.00 ","$54,882.00 ","$27.40 "
"224","Greater Boston","BOSTON","NORTH WEYMOUTH","240799026","53 SEA ST","NORTH WEYMOUTH","MA","02191-9998","May-65","Landlord","1/1/2016","4/30/2020","A","A","None Specified","N","","","MASS POSTAL HLDGS LLC","123 GROVE AVE STE 222","","","CEDARHURST","NY","115162302","3,040","18,500","$53,200.00 ","$17.50 ","$0.00 ","$0.00 "
"225","Greater Boston","BOSTON","PRUD CENTER POSTAL STORE","240799186","800 BOYLSTON ST LBBY","BOSTON","MA","02199-9998","Aug-94","USPS","6/16/2013","6/15/2023","A","A","Percentage","","","","BOSTON PROPERTIES LP","DBA BP PRUCTR ACQSTN LLC","PRUD CTR STE 1900","800 BOYLSTON ST","BOSTON","MA","21998103","4,186","4,186","$179,998.00 ","$43.00 ","$0.00 ","$0.00 "
"226","Greater Boston","BOSTON","PRUDENTIAL CENTER ","240799245","800 BOYLSTON ST","BOSTON","MA","02199-9998","Jun-98","USPS","6/16/2013","6/15/2023","A","A","None Specified","","","","BOSTON PROPERTIES LP","DBA BP PRUCTR ACQSTN LLC","PRUD CTR STE 1900","800 BOYLSTON ST","BOSTON","MA","21998103","1,300","1,300","$40,300.00 ","$31.00 ","$0.00 ","$0.00 "
"227","Greater Boston","BOSTON","READVILLE","240799052","201 NEPONSET VALLEY PKWY","HYDE PARK","MA","02136-2409","Jan-54","USPS","5/1/2014","4/30/2019","A","A","Reimbursable","","","","ROGER F TROIANI","25 DELANEY DR","","","WALPOLE","MA","20815000","1,032","6,298","$32,508.00 ","$31.50 ","$0.00 ","$0.00 "
"228","Greater Boston","BOSTON","REVERE","240799114","300 BROADWAY LBBY","REVERE","MA","02151-9998","Apr-84","USPS","4/1/2014","3/31/2019","A","A","None Specified","","1","5","MARIANNE SIMEONE","UNIT NO 2 PO PROF BLDG REALTY TRST","PO BOX 321","","REVERE","MA","21510321","1,880","2,192","$43,260.00 ","$23.01 ","$45,420.00 ","$24.16 "
"229","Greater Boston","BOSTON","REVERE ANNEX GRND LSE","240799253","140 WARD STREET","BOSTON","MA","02151-9997","","USPS (Not Roof)","8/1/1999","7/31/2019","X","Z","Reimbursable","Y","","","DOM-PAT REALTY TRUST","185 SQUIRE RD","SUITE 9","","REVERE","MA","21511235","0","134,241","$115,000.00 ","$0.86 ","$0.00 ","$0.00 "
"230","Greater Boston","BOSTON","ROSLINDALE","240799053","16 CUMMINS HWY","ROSLINDALE","MA","02131-9998","May-62","USPS (Not Roof)","5/1/2012","4/30/2017","A","A","Reimbursable","N","","","ROSPO REALTY LLC","C/O JONATHAN D CANTER, MGR","21 HALLWOOD RD","","CHESTNUT HILL","MA","24672720","7,986","17,688","$161,716.50 ","$20.25 ","$10.00 ","$0.00 "
"231","Greater Boston","BOSTON","SOLDIERS FIELD","240799068","117 WESTERN AVE STE 1","BOSTON","MA","02163-9998","Jun-01","Landlord","6/1/2010","5/31/2020","A","A","None Specified","N","","","HARVARD UNIVERSITY","OFFICE OF COMPTROLLER","1350 MASSACHUSETTS AVE","","CAMBRIDGE","MA","21383846","1,250","1,250","$1.00 ","$0.00 ","$0.00 ","$0.00 "
"232","Greater Boston","BOSTON","SOMERVILLE BRANCH","240799022","16 Bow Street","SOMERVILLE","MA","02143-9998","Sep-13","USPS (Not Roof)","9/1/2013","8/31/2023","A","A","Percentage","","3","15","RALPH DIGIROIAMO","16 BOW STREET REALTY TRUST","PO BOX 281","","SOMERVILLE","MA","21430281","1,825","6,448","$43,878.00 ","$24.04 ","$0.00 ","$0.00 "
"233","Greater Boston","BOSTON","SOMERVILLE BRANCH PARKING","240799045","20 BOW STREET","SOMERVILLE","MA","02143-9998","Sep-13","Landlord","9/1/2013","8/31/2023","X","Z","None Specified","","3","15","RALPH DIGIROIAMO","16 BOW STREET REALTY TRUST","PO BOX 281","","SOMERVILLE","MA","21430281","0","600","$5,562.00 ","$9.27 ","$0.00 ","$0.00 "
"234","Greater Boston","BOSTON","SOUTH BOSTON","240799056","444 E 3RD ST","BOSTON","MA","02127-9998","Jul-66","USPS (Not Roof)","6/1/2013","5/31/2018","A","A","Reimbursable","N","","","444 E THIRD ST SERIES","OF THE OLIVIA PROP LLC","15 FOSTER ST","","QUINCY","MA","21695307","8,476","19,496","$149,900.00 ","$17.69 ","$0.00 ","$0.00 "
"235","Greater Boston","BOSTON","SOUTH WALTHAM","240799027","38 SPRUCE ST","WALTHAM","MA","02453-9998","Feb-58","Landlord","10/1/2014","9/30/2019","A","A","Percentage","","1","5","PETER THEOFILOPOULOS","TRUSTEE THE SPRUCE ST RLTY TRUST","22 BARBARA ROAD","","WALTHAM","MA","24526951","1,000","1,300","$25,000.00 ","$25.00 ","$32,400.00 ","$32.40 "
"236","Greater Boston","BOSTON","SOUTH WEYMOUTH","240799028","84 PLEASANT ST","SOUTH WEYMOUTH","MA","02190-2413","Jan-58","USPS (Not Roof)","10/1/2009","9/30/2019","A","A","Percentage","","","","PLEASANT REALTY TRUST","OF WEYMOUTH","74 PLEASANT ST","","SOUTH WEYMOUTH","MA","21902418","4,830","14,036","$58,860.00 ","$12.19 ","$0.00 ","$0.00 "
"237","Greater Boston","BOSTON","STATE HOUSE","240799062","24 BEACON ST RM 2","BOSTON","MA","02133-9998","Jan-31","Unknown","1/1/1931","","O","X","None Specified","N","","","COMMONWEALTH OF MASS","BUREAU STATE OFFICE","24 BEACON ST RM 72","","BOSTON","MA","21331003","1,208","0","$0.00 ","$0.00 ","$0.00 ","$0.00 "
"238","Greater Boston","BOSTON","TUFTS UNIVERSITY","240799067","470 BOSTON AVE","MEDFORD","MA","02155-5802","Jul-24","Landlord","7/1/1977","","A","A","None Specified","N","","","","","","","","","","510","510","$1.00 ","$0.00 ","$0.00 ","$0.00 "
"239","Greater Boston","BOSTON","UPHAMS CORNER","240799153","551 COLUMBIA RD","DORCHESTER","MA","02125-9998","Oct-83","USPS","10/1/2014","9/30/2019","A","A","None Specified","","1","5","UPHAM'S CORNER HEALTH","COMMITTEE, INC","500 COLUMBIA RD","","BOSTON","MA","21252322","3,808","2,855","$66,708.00 ","$17.52 ","$73,378.80 ","$19.27 "
"240","Greater Boston","BOSTON","WABAN","240799029","83 WYMAN ST","WABAN","MA","02468-9998","Feb-54","USPS","3/1/2002","2/28/2022","A","A","None Specified","N","","","POSTAL LIMITED PARTNERSHIP","BULCHARD INC, GP","250 FIRST AVE STE 200","","NEEDHAM","MA","24942814","2,158","3,208","$92,654.00 ","$42.94 ","$0.00 ","$0.00 "
"241","Greater Boston","BOSTON","WALTHAM CARRIER ANNEX","240799042","200 Smith Street","WALTHAM","MA","02451-9998","","USPS","6/30/2015","6/29/2025","A","A","Percentage","","2","10","200 SMITH NWALP PROPERTY OWNER LLC","JP MORGAN CHASE BANK NA","C/O 200 SMITH NWALP PROP","PO BOX 9560","NEW YORK","NY","100874560","0","0","$57,852.00 ","$0.00 ","$0.00 ","$0.00 "
"242","Greater Boston","BOSTON","WASH.PK./MBTA STA.DBU","240799149","WASHINGTON PARK/MBTA","BOSTON","MA","02109-9998","Nov-82","Unknown","11/15/1982","","O","O","None Specified","N","","","MASS BAY TRANSPORTATION AUTH","TRANSPORTATION AUTHORITY","50 HIGH ST","","BOSTON","MA","21102301","8,256","8,256","$0.00 ","$0.00 ","$0.00 ","$0.00 "
"243","Greater Boston","BOSTON","WATERTOWN CARRIER ANNEX","240799019","170 HIGH ST","WALTHAM","MA","02453-5914","Aug-07","USPS (Not Roof)","8/1/2007","7/31/2022","A","A","Percentage","","","","170 HIGH STREET LLC","170 HIGH ST","","","WALTHAM","MA","24535914","7,749","119,200","$205,562.00 ","$26.53 ","$0.00 ","$0.00 "
"244","Greater Boston","BOSTON","WATERTOWN FINANCIAL","240799167","126 MAIN ST","WATERTOWN","MA","02472-4416","Feb-88","USPS (Not Roof)","9/1/2013","8/31/2018","A","A","Percentage","","","","PHYLLIS SALUSTI RLTY","TRUST","118 MAIN ST STE 1","","WATERTOWN","MA","24724425","7,835","15,896","$149,698.00 ","$19.11 ","$0.00 ","$0.00 "
"245","Greater Boston","BOSTON","WAVERLY","240799031","492 TRAPELO RD","BELMONT","MA","02478-1422","Oct-72","USPS (Not Roof)","4/1/2013","3/31/2018","A","A","Percentage","","","","OLIVERI REALTY CO","C/O ANTHONY OLIVERI","PO BOX 79099","","WAVERLY","MA","24790099","1,200","1,200","$22,800.00 ","$19.00 ","$0.00 ","$0.00 "
"246","Greater Boston","BOSTON","WELLESLEY","240799032","1 GROVE ST","WELLESLEY","MA","02482-9998","Aug-64","USPS","8/1/2014","7/31/2024","A","A","Reimbursable","","","","WELLESLEY HILLS PROP TRUST","C/O SVJ INC., SOLE TRUSTEE","250 FIRST AVE STE 200","","NEEDHAM","ME","24942885","4,610","20,860","$225,890.00 ","$49.00 ","$0.00 ","$0.00 "
"247","Greater Boston","BOSTON","WELLESLEY HILLS","240799034","337 WASHINGTON ST","WELLESLEY HILLS","MA","02481-9998","Feb-52","USPS (Not Roof)","2/1/2012","1/31/2017","A","A","Reimbursable","","1","5","WELLESLEY HILLS PROP TRUST","C/O SL SCHLAGER TRUSTEE","250 FIRST AVE STE 200","","NEEDHAM","MA","24942885","7,505","15,800","$230,000.00 ","$30.65 ","$230,000.00 ","$30.65 "
"248","Greater Boston","BOSTON","WEST NEWTON","240799033","525 WALTHAM ST","WEST NEWTON","MA","02465-9998","Oct-54","USPS","1/1/2016","12/31/2020","A","A","Percentage","","1","5","KENMORE REALTY CORP","1355 WASHINGTON ST","","","WEST NEWTON","MA","24652004","3,255","3,455","$104,000.00 ","$31.95 ","$109,200.00 ","$33.55 "
"249","Greater Boston","BOSTON","WEST ROXBURY PKG","240799258","1834 CENTRE ST","WEST ROXBURY","MA","02132-9998","","USPS","10/1/2005","9/30/2025","X","A","None Specified","N","","","CITY OF BOSTON","ATTN: BARBARA FABIANO","26 COURT STREET","","BOSTON","MA","21082505","0","39,645","$38,000.00 ","$0.96 ","$0.00 ","$0.00 "
"250","Greater Boston","BOSTON","WEST SOMERVILLE","240799036","58 DAY ST STE 100","SOMERVILLE","MA","02144-9998","May-73","Landlord","8/1/2008","7/31/2018","A","A","Percentage","","","","URBAN EQUITY DEV CO","3 CRENSHAW LANE","","","ANDOVER","MA","18102872","5,439","5,792","$137,000.00 ","$25.19 ","$0.00 ","$0.00 "
"251","Greater Boston","BOSTON","WESTON","240799035","25 COLPITTS RD","WESTON","MA","02493-9998","Dec-65","USPS","12/1/2015","11/30/2020","A","A","Reimbursable","","1","5","25 POST OFFICE RLTY TRUST","56 COLPITTS RD","","","WESTON","MA","24931568","5,486","28,820","$163,208.50 ","$29.75 ","$185,464.00 ","$33.81 "
"252","Greater Boston","BOSTON","WINTER HILL","240799129","320 BROADWAY","SOMERVILLE","MA","02145-9998","Feb-83","USPS (Not Roof)","9/10/2004","9/9/2024","A","A","Percentage","N","","","WINTER HILL INVESTORS LLC","INVESTORS LLC","PO BOX 45017","","SOMERVILLE","MA","21450001","2,100","3,678","$63,000.00 ","$30.00 ","$0.00 ","$0.00 "
"253","Greater Boston","BOSTON","WINTHROP","240799176","5 MICHAELS MALL","WINTHROP","MA","02152-9998","Nov-91","USPS","4/24/2014","4/23/2019","A","A","Percentage","","1","5","BCRZ LLC","5 FREMONT ST","","","WINTHOP","MA","21522616","2,016","2,016","$48,384.00 ","$24.00 ","$48,770.00 ","$24.19 "
"254","Greater Boston","BOSTON-WALTHAM","TEMPORARY BMEU","240799900","200 SMITH STREET","WALTHAM","MA","02451-9998","","USPS","6/30/2015","12/31/2015","A","A","None Specified","","1","","200 SMITH NWALP PROPERTY OWNER LLC","JP MORGAN CHASE BANK NA","C/O 200 SMITH NWALP PROP","PO BOX 9560","NEW YORK","NY","100874560","0","0","$39,600.00 ","$0.00 ","$0.00 ","$0.00 "
"255","Greater Boston","BOXFORD","MAIN OFFICE","240833003","7 ELM ST","BOXFORD","MA","01921-9998","Dec-82","USPS","4/1/2016","3/31/2021","A","A","Percentage","","1","5","JANE A MERRILL","7 ELM ST","","","BOXFORD","MA","19212321","3,493","12,683","$62,874.00 ","$18.00 ","$65,000.00 ","$18.61 "
"256","Greater Boston","BOYLSTON","MAIN OFFICE","240850002","67 SHREWSBURY ST","BOYLSTON","MA","01505-9998","Jun-94","USPS (Not Roof)","6/1/2014","5/31/2019","A","A","None Specified","N","1","5","ME REALTY LLC","PO BOX 639","","","SHREWSBURY","MA","15450639","3,000","4,735","$40,500.00 ","$13.50 ","$43,000.00 ","$14.33 "
"257","Greater Boston","BRIDGEWATER","MAIN OFFICE","240901001","169 BROAD ST","BRIDGEWATER","MA","02324-9998","Jan-57","Landlord","2/1/2012","1/31/2017","A","A","Reimbursable","","","","JLW REALTY CONST CO","584 SOUTH ST","","","BRIDGEWATER","MA","23242435","7,291","18,038","$68,450.00 ","$9.39 ","$0.00 ","$0.00 "
"258","Greater Boston","BROCKTON","CAMPELLO STATION","240952001","1104 MAIN ST","BROCKTON","MA","02301-6829","Mar-59","USPS (Not Roof)","5/1/2013","4/30/2018","A","A","None Specified","","1","5","JOSEPH J  ROMANO","TRUSTEE 1106 MAIN ST REALTY TRUST","139 CHARLES ST STE 216","","BOSTON","MA","21143282","1,240","1,240","$17,400.00 ","$14.03 ","$18,000.00 ","$14.52 "
"259","Greater Boston","BROCKTON","MONTELLO STA","240952006","200 OAK ST","BROCKTON","MA","02301-1354","Aug-88","USPS (Not Roof)","7/15/2013","7/14/2018","A","A","Percentage","","1","5","GBI","2 WELLMAN AVE STE 210","","","NASHUA","NH","30641463","2,500","311,649","$49,000.00 ","$19.60 ","$53,000.00 ","$21.20 "
"260","Greater Boston","BROCKTON","TRAILER PARKING #2","240953007","321 MANLEY STREET","WEST BRIDGEWATER","MA","02301-5771","","Landlord","5/1/2015","4/30/2018","X","Z","None Specified","","","","BRIAN J MCLAUGHLIN","RENTAL PROPERTIES","PO BOX 337","","WEST BRIDGEWATER","MA","23790337","0","13,600","$17,280.00 ","$1.27 ","$0.00 ","$0.00 "
"261","Greater Boston","BROOKFIELD","MAIN OFFICE","240969001","5 POST RD","BROOKFIELD","MA","01506-9998","Mar-65","USPS","8/1/2014","7/31/2019","A","A","Reimbursable","","","","NASSAU HOMES","PARTNERSHIP","4 LONGWOOD DRIVE","","CLIFTON PARK","NY","120657613","2,175","20,534","$30,890.00 ","$14.20 ","$0.00 ","$0.00 "
"262","Greater Boston","BRYANTVILLE","MAIN OFFICE","241003001","13 SCHOOL ST","BRYANTVILLE","MA","02327-9800","Jan-79","USPS (Not Roof)","1/1/2014","12/31/2018","A","A","None Specified","N","1","5","M & M REALTY TRUST","PAUL M & DEANNA J NELSON","6810E CHEERY LYNN RD APT B","","SCOTTSDALE","AZ","852516897","1,185","1,185","$25,500.00 ","$21.52 ","$28,800.00 ","$24.30 "
"263","Greater Boston","BURLINGTON","MAIN OFFICE","241029001","5 BEDFORD ST","BURLINGTON","MA","01803-9998","May-70","Landlord","9/1/2015","8/31/2020","A","A","Reimbursable","","1","5","TRAPELO REALTY INC","C/O BNY MELLON, N.A. 024-0343","MICHAEL SHEEHY, TRUST REAL ESTATE","201 WASHINGTON STREET","BOSTON","MA","21084403","8,538","59,297","$149,880.00 ","$17.55 ","$171,900.00 ","$20.13 "
"264","Greater Boston","BUZZARDS BAY","BOURNE STATION","241037003","49 SANDWICH RD","BUZZARDS BAY","MA","02532-9992","Dec-61","Landlord","9/1/2014","8/31/2019","A","A","None Specified","","1","5","DEBORAH M BURGESS","PO BOX 3067","","","BOURNE","MA","25320767","476","800","$8,175.00 ","$17.17 ","$8,600.00 ","$18.07 "
"265","Greater Boston","BUZZARDS BAY","MAIN OFFICE","241037006","220 MAIN ST","BUZZARDS BAY","MA","02532-9998","Sep-95","Landlord","9/15/2015","9/14/2020","P","P","Reimbursable","N","1","5","RMMC HOLDINGS LLC","30 TEMPLE STREET STE 400","","","NASHUA","NH","30603449","6,500","88,000","$121,545.00 ","$18.70 ","$133,699.50 ","$20.57 "
"266","Greater Boston","BYFIELD","MAIN OFFICE","241054001","2 CENTRAL ST","BYFIELD","MA","01922-9998","Oct-67","Landlord","10/1/2014","9/30/2019","A","A","Reimbursable","","1","5","ROBERT J GREGORY TRUSTEE","CENTRAL STREET-MAIN ST REALTY TRUST","84 CALDWELL FARMS RD","","BYFIELD","MA","19222823","2,146","7,186","$42,363.00 ","$19.74 ","$45,000.00 ","$20.97 "
"267","Greater Boston","CAMBRIDGE","HARVARD SQUARE","241065064","125 MOUNT AUBURN ST STE 1","CAMBRIDGE","MA","02138-9998","Jan-02","USPS (Not Roof)","1/1/2012","12/31/2016","A","A","Percentage","N","","","MOUNT STORY LIMITED","PARTNERSHIP","250 FIRST AVE STE 200","","NEEDHAM","MA","24942805","9,521","7,839","$809,285.00 ","$85.00 ","$0.00 ","$0.00 "
"268","Greater Boston","CAMBRIDGE","INMAN SQUARE","241065060","1311 CAMBRIDGE ST","CAMBRIDGE","MA","02139-9991","Dec-56","USPS (Not Roof)","6/1/2012","5/31/2017","A","A","None Specified","","","","PIERCE HOLDINGS LLC","7-61ST STREET","","","NEWBURYPORT","MA","19504450","800","800","$24,000.00 ","$30.00 ","$0.00 ","$0.00 "
"269","Greater Boston","CAMBRIDGE","KENDALL SQUARE","241065013","250 MAIN ST","CAMBRIDGE","MA","02142-9998","Aug-49","Landlord","8/1/2011","7/31/2016","A","A","Percentage","","","","MASS INSTITUTE OF TECHNOLOGY","238 MAIN ST","","","CAMBRIDGE","MA","21421012","2,984","2,922","$86,527.50 ","$29.00 ","$10.00 ","$0.00 "
"270","Greater Boston","CAMBRIDGE","M I T","241065025","84 MASSACHUSETTS AVE","CAMBRIDGE","MA","02139-9992","Jun-65","Landlord","10/1/2015","9/30/2018","A","A","None Specified","","","","MASS INSTITUTE OF TECHNOLOGY","238 MAIN ST","","","CAMBRIDGE","MA","21421012","1,143","1,104","$1.00 ","$0.00 ","$0.00 ","$0.00 "
"271","Greater Boston","CAMBRIDGE","MAIN OFFICE PARKING","241065127","410 GREEN STREET","CAMBRIDGE","MA","02139-9998","","USPS","10/1/2011","9/30/2016","X","Z","None Specified","","","","CAMBRIDGE FAMILY Y","820 MASSACHUSETTS AVE","","","CAMBRIDGE","MA","21393206","0","7,500","$70,000.00 ","$9.33 ","$115,000.00 ","$15.33 "
"272","Greater Boston","CAMBRIDGE","PORTER SQUARE","241065008","1953 MASSACHUSETTS AVE","CAMBRIDGE","MA","02140-9998","Sep-57","USPS (Not Roof)","9/1/2012","8/31/2017","A","A","None Specified","","","","1955 MASS AVE LLC","ATTN DIANE POULOS HARPELL","626 MAIN ST","","ACTON","MA","17203300","3,097","3,482","$88,924.00 ","$28.71 ","$0.00 ","$0.00 "
"273","Greater Boston","CAMBRIDGE","PORTER SQUARE CA","241065926","15 MOONEY ST","CAMBRIDGE","MA","02138-9991","Oct-98","USPS (Not Roof)","12/1/2004","11/30/2019","P","P","Reimbursable","N","","","THIRTEEN MOONEY ST LLC","975 UNIVERSITY AVE","","","NORWOOD","MA","20622643","29,125","95,082","$523,632.00 ","$17.98 ","$0.00 ","$0.00 "
"274","Greater Boston","CANTON","MPO PARKING","241071003","641 WASHINGTON STREET","CANTON","MA","02021-9998","","USPS","1/1/2013","","A","Z","","","","","VILLAGE OF FORGE POND","CONDOMINIUM TRUST C/O PARADIGM PART","PO BOX 887 ISLINGTON STATION","","WESTWOOD","MA","20900887","0","4,500","$13,500.00 ","$3.00 ","$0.00 ","$0.00 "
"275","Greater Boston","CARLISLE","MAIN OFFICE","241088003","70 BEDFORD RD","CARLISLE","MA","01741-9998","Jun-89","Landlord","6/1/2014","5/31/2024","A","A","Reimbursable","","2","10","70 BEDFORD RD CARLISLE LLC","C/O ROBERT J KONING, MBR","45 ACTON ST","","CARLISLE","MA","17411433","4,901","23,223","$142,038.00 ","$28.98 ","$156,242.00 ","$31.88 "
"276","Greater Boston","CARVER","MAIN POST OFFICE","241105003","126 MAIN ST STE 1","CARVER","MA","02330-9998","Feb-93","Landlord","2/1/2013","1/31/2018","A","A","None Specified","Y","3","15","MARKETPLACE SQUARE LLC","925 CENTRE ST","","","BROCKTON","MA","23023432","6,800","120,000","$66,730.00 ","$9.81 ","$77,384.00 ","$11.38 "
"277","Greater Boston","CATAUMET","MAIN OFFICE","241139002","1 POST OFFICE SQ","CATAUMET","MA","02534-9800","Aug-77","USPS (Not Roof)","7/1/2011","6/30/2016","A","A","None Specified","N","","","ANDREA YORK TRUSTEE OF","CATAUMET VLG CTR RLTY TRS","PO BOX 200","","CATAUMET","MA","25340200","1,248","2,408","$25,000.00 ","$20.03 ","$27,750.00 ","$22.24 "
"278","Greater Boston","CENTERVILLE","MAIN OFFICE","241156002","1672 FALMOUTH RD","CENTERVILLE","MA","02632-9998","May-76","Landlord","5/1/2016","4/30/2021","A","A","Percentage","N","","","MARCEL R POYANT","PO SQUARE","20 CAMP OPECHEE RD STE F","","CENTERVILLE","MA","26322400","4,111","4,342","$101,400.00 ","$24.67 ","$0.00 ","$0.00 "
"279","Greater Boston","CHARLTON","MAIN OFFICE","241224002","58 N MAIN ST","CHARLTON","MA","01507-9998","Feb-94","Landlord","2/1/2014","1/31/2019","A","A","Percentage","N","","","DAVID M PETERS","PO BOX 454","","","CHARLTON","MA","15070454","4,668","18,190","$50,601.12 ","$10.84 ","$0.00 ","$0.00 "
"280","Greater Boston","CHARLTON CITY","MAIN OFFICE","241241001","9 POWERSTATION RD","CHARLTON CITY","MA","01508-9800","Apr-61","USPS (Not Roof)","6/1/2010","5/31/2020","A","A","Reimbursable","N","","","R&D ALLIANCE LLC","561 NAHATAN ST","","","NORWOOD","MA","20621449","1,530","5,889","$19,890.00 ","$13.00 ","$0.00 ","$0.00 "
"281","Greater Boston","CHATHAM","MAIN OFFICE","241292001","802 MAIN ST","CHATHAM","MA","02633-9998","Sep-46","USPS (Not Roof)","9/1/2011","8/31/2016","A","A","Reimbursable","","1","5","SETTER PLACE LLC","ELIZABETH MCCARTE SOLE MBR","19 BAYVIEW ST","","CHATHAM","MA","26332059","2,560","9,544","$43,520.00 ","$17.00 ","$45,000.00 ","$17.58 "
"282","Greater Boston","CHELMSFORD","MAIN OFFICE","241309001","45 ALPINE LN","CHELMSFORD","MA","01824-9998","Nov-64","Shared","4/1/2015","3/31/2020","P","P","Reimbursable","N","1","5","PARLMONT LIMITED","PARTNERSHIP","C/O ELAW CORPORATION","175 SUDBURY RD","CONCORD","MA","17423419","3,975","29,338","$128,289.00 ","$32.27 ","$141,117.90 ","$35.50 "
"283","Greater Boston","CHILMARK","MPO-GROUND LEASE","241411002","4 STATE RD","CHILMARK","MA","02535-9998","","USPS","2/1/2014","1/31/2019","Q","Z","None Specified","Y","3","15","TOWN OF CHILMARK","PO BOX 119","","","CHILMARK","MA","25350119","1,856","4,000","$1,200.00 ","$0.65 ","$1,200.00 ","$0.65 "
"284","Greater Boston","CLINTON","MAIN OFFICE","241462002","320 HIGH ST","CLINTON","MA","01510-9998","Jan-03","Landlord","1/17/2003","1/16/2023","P","P","Reimbursable","","2","10","LINCOLN D REALTY CORP","176 CHURCH ST","","","CLINTON","MA","15102500","6,435","49,247","$151,595.00 ","$23.56 ","$154,000.00 ","$23.93 "
"285","Greater Boston","COHASSET","MAIN OFFICE","241496001","100 RIPLEY RD","COHASSET","MA","02025-9998","Mar-65","USPS","10/1/2011","9/30/2016","A","A","Reimbursable","","","","ROGER A POMPEO","ANN C POMPEO","20 PARKINGWAY","","COHASSET","MA","20251700","3,677","20,563","$89,900.00 ","$24.45 ","$96,750.00 ","$26.31 "
"286","Greater Boston","CONCORD","WEST CONCORD STA","241547003","35 BEHARRELL ST","CONCORD","MA","01742-2968","Aug-99","Landlord","8/6/2014","8/5/2019","P","P","Percentage","N","2","10","LINCOLN CROSSING LLC","PO BOX 1595","","","CONCORD","MA","17426595","2,354","22,000","$73,343.00 ","$31.16 ","$80,676.00 ","$34.27 "
"287","Greater Boston","COTUIT","MAIN OFFICE","241598002","45 SCHOOL ST","COTUIT","MA","02635-9998","May-01","USPS (Not Roof)","5/19/2001","5/18/2021","P","P","Reimbursable","N","","","THE COTUIT FEDERATED","CHURCH","PO BOX 436","","COTUIT","MA","26350436","3,267","23,431","$93,096.00 ","$28.50 ","$0.00 ","$0.00 "
"288","Greater Boston","CUMMAQUID","MAIN OFFICE","241632001","4029 MAIN ST","CUMMAQUID","MA","02637-9800","Jan-59","USPS","9/1/2013","8/31/2018","A","A","Reimbursable","","","","JANIE BARBER","28 KALMIA WAY","","","CENTERVILLE","MA","26323195","450","4,198","$15,000.00 ","$33.33 ","$0.00 ","$0.00 "
"289","Greater Boston","DEDHAM","EAST DEDHAM STA","241751001","280 BUSSEY ST","DEDHAM","MA","02027-9991","Feb-69","USPS","9/1/2014","8/31/2019","A","A","Percentage","","","","DELA PLAZA EAST INC","C/O DELCOR MANAGEMENT","BDLG CODE BUSSEY280","PO BOX 277","NORWOOD","MA","20622201","1,460","14,920","$31,025.00 ","$21.25 ","$0.00 ","$0.00 "
